conflict_id         , pair          , content_class, style_class, content_id, style_id, alpha, resnet50_prediction, resnet50_decision, vit_b_16_prediction, vit_b_16_decision, clip_vit_b_32_prediction, clip_vit_b_32_decision, clip_vit_b_32_zero_shot_prediction, clip_vit_b_32_zero_shot_decision
c7_s9_0022_864_2674 , monkey__truck , monkey       , truck      ,        864,     2674,   0.7, ship               , other            , monkey             , shape            , monkey                  , shape                 , monkey                            , shape
c9_s7_0001_852_680  , monkey__truck , truck        , monkey     ,        852,      680,   0.7, truck              , shape            , truck              , shape            , truck                   , shape                 , truck                             , shape
c9_s7_0002_3428_2207, monkey__truck , truck        , monkey     ,       3428,     2207,   0.7, truck              , shape            , truck              , shape            , truck                   , shape                 , truck                             , shape
c9_s7_0003_7147_2982, monkey__truck , truck        , monkey     ,       7147,     2982,   0.7, truck              , shape            , truck              , shape            , truck                   , shape                 , truck                             , shape
c9_s7_0004_7330_5697, monkey__truck , truck        , monkey     ,       7330,     5697,   0.7, truck              , shape            , truck              , shape            , truck                   , shape                 , truck                             , shape
c9_s7_0005_5211_4773, monkey__truck , truck        , monkey     ,       5211,     4773,   0.7, truck              , shape            , truck              , shape            , truck                   , shape                 , truck                             , shape
c9_s7_0006_4956_5535, monkey__truck , truck        , monkey     ,       4956,     5535,   0.7, bird               , other            , truck              , shape            , truck                   , shape                 , truck                             , shape
c9_s7_0007_6496_4951, monkey__truck , truck        , monkey     ,       6496,     4951,   0.7, truck              , shape            , truck              , shape            , truck                   , shape                 , truck                             , shape
c9_s7_0008_3249_6374, monkey__truck , truck        , monkey     ,       3249,     6374,   0.7, bird               , other            , car                , other            , truck                   , shape                 , car                               , other
c9_s7_0009_4049_6322, monkey__truck , truck        , monkey     ,       4049,     6322,   0.7, car                , other            , car                , other            , truck                   , shape                 , truck                             , shape
c9_s7_0010_5621_2773, monkey__truck , truck        , monkey     ,       5621,     2773,   0.7, truck              , shape            , truck              , shape            , truck                   , shape                 , truck                             , shape
c9_s7_0011_7654_6869, monkey__truck , truck        , monkey     ,       7654,     6869,   0.7, truck              , shape            , truck              , shape            , truck                   , shape                 , truck                             , shape
c9_s7_0012_4049_3590, monkey__truck , truck        , monkey     ,       4049,     3590,   0.7, truck              , shape            , truck              , shape            , truck                   , shape                 , truck                             , shape
c9_s7_0013_7654_6840, monkey__truck , truck        , monkey     ,       7654,     6840,   0.7, truck              , shape            , truck              , shape            , truck                   , shape                 , truck                             , shape
c9_s7_0014_5621_1985, monkey__truck , truck        , monkey     ,       5621,     1985,   0.7, truck              , shape            , truck              , shape            , truck                   , shape                 , truck                             , shape
c9_s7_0015_7049_6149, monkey__truck , truck        , monkey     ,       7049,     6149,   0.7, truck              , shape            , truck              , shape            , truck                   , shape                 , truck                             , shape
c9_s7_0017_6536_864 , monkey__truck , truck        , monkey     ,       6536,      864,   0.7, ship               , other            , truck              , shape            , truck                   , shape                 , truck                             , shape
c9_s7_0019_4721_7695, monkey__truck , truck        , monkey     ,       4721,     7695,   0.7, truck              , shape            , truck              , shape            , truck                   , shape                 , truck                             , shape
c9_s7_0020_4721_4951, monkey__truck , truck        , monkey     ,       4721,     4951,   0.7, bird               , other            , bird               , other            , monkey                  , texture               , monkey                            , texture
c9_s7_0021_4049_6149, monkey__truck , truck        , monkey     ,       4049,     6149,   0.7, truck              , shape            , truck              , shape            , truck                   , shape                 , truck                             , shape
c9_s7_0023_243_2773 , monkey__truck , truck        , monkey     ,        243,     2773,   0.7, ship               , other            , truck              , shape            , truck                   , shape                 , truck                             , shape
