method,conflict_id,content_class,style_class,decision,clean_prediction_is_content,texture_rank_clean,texture_rank_conflict,texture_prob_clean,texture_prob_conflict,shape_prob_clean,shape_prob_conflict
resnet50,c9_s7_0010_5621_2773,truck,monkey,shape,True,10,5,0.0001201320337713696,0.013658110983669758,0.9875810146331787,0.8794836401939392
resnet50,c9_s7_0011_7654_6869,truck,monkey,shape,True,7,10,0.0002599779691081494,0.00010572087194304913,0.9958826303482056,0.5919634103775024
resnet50,c9_s7_0012_4049_3590,truck,monkey,shape,True,7,7,0.00010409670358058065,6.130927795311436e-05,0.9976934790611267,0.9986151456832886
resnet50,c9_s7_0013_7654_6840,truck,monkey,shape,True,7,10,0.0002599779691081494,1.384065853926586e-05,0.9958826303482056,0.8550105690956116
resnet50,c9_s7_0014_5621_1985,truck,monkey,shape,True,10,9,0.0001201320337713696,0.0014916207874193788,0.9875810146331787,0.9013185501098633
resnet50,c9_s7_0015_7049_6149,truck,monkey,shape,True,8,10,5.016441355110146e-05,0.0003213830932509154,0.9963397979736328,0.6460667848587036
resnet50,c9_s7_0017_6536_864,truck,monkey,other,True,5,9,0.00016272003995254636,0.00022446825460065156,0.9979602098464966,0.46194225549697876
resnet50,c9_s7_0019_4721_7695,truck,monkey,shape,True,2,6,0.0004625850997399539,0.009151986800134182,0.9985937476158142,0.7813341617584229
resnet50,c9_s7_0020_4721_4951,truck,monkey,other,True,2,2,0.0004625850997399539,0.17887242138385773,0.9985937476158142,0.05878515914082527
resnet50,c9_s7_0021_4049_6149,truck,monkey,shape,True,7,5,0.00010409670358058065,0.0007119464571587741,0.9976934790611267,0.9942067861557007
resnet50,c9_s7_0023_243_2773,truck,monkey,other,True,7,9,3.7818779674125835e-05,5.859969405719312e-06,0.9986544847488403,0.04410586133599281
vit_b_16,c0_s1_0000_7975_3588,airplane,bird,shape,True,2,2,0.0002765776007436216,0.05345601588487625,0.9991771578788757,0.8021030426025391
vit_b_16,c0_s1_0001_6500_5425,airplane,bird,shape,True,3,2,0.000305028457660228,0.0007492269505746663,0.9980961680412292,0.9981350898742676
vit_b_16,c0_s1_0002_359_3161,airplane,bird,shape,True,7,6,1.306953163293656e-05,0.0011619882425293326,0.999723494052887,0.9650729298591614
vit_b_16,c0_s1_0003_808_6982,airplane,bird,shape,True,9,2,7.555654156021774e-05,0.3713700473308563,0.9982019662857056,0.4407746493816376
vit_b_16,c0_s1_0004_422_5240,airplane,bird,shape,True,6,2,0.0010127422865480185,0.3616059124469757,0.9858192205429077,0.37193599343299866
vit_b_16,c0_s1_0005_7782_4188,airplane,bird,shape,True,4,4,9.436327673029155e-05,0.0011074283393099904,0.9994990825653076,0.9868279695510864
vit_b_16,c0_s1_0009_5067_5093,airplane,bird,texture,True,2,1,0.0018098097061738372,0.46468695998191833,0.9941650032997131,0.3286667466163635
vit_b_16,c0_s1_0010_5276_1428,airplane,bird,shape,True,2,4,0.00013736113032791764,0.0009677321068011224,0.9992997646331787,0.9921907782554626
vit_b_16,c0_s1_0011_298_4361,airplane,bird,shape,True,8,4,2.9986080335220322e-05,0.0018560418393462896,0.9993207454681396,0.9816692471504211
vit_b_16,c0_s1_0012_480_4188,airplane,bird,shape,True,3,2,0.00278213107958436,0.0006584357470273972,0.9871081709861755,0.9983804225921631
vit_b_16,c0_s1_0013_5068_6498,airplane,bird,shape,True,9,10,0.00017206415941473097,0.0010919487103819847,0.9923064112663269,0.9188271760940552
vit_b_16,c0_s1_0014_5068_564,airplane,bird,shape,True,9,6,0.00017206415941473097,0.002121132332831621,0.9923064112663269,0.9754659533500671
vit_b_16,c0_s1_0015_241_1428,airplane,bird,shape,True,8,5,0.0016434494173154235,0.09752565622329712,0.9663267135620117,0.23305511474609375
vit_b_16,c0_s1_0016_1463_3530,airplane,bird,shape,True,2,2,0.0034360948484390974,0.005549246445298195,0.9870538115501404,0.9917687177658081
vit_b_16,c0_s1_0017_2937_5394,airplane,bird,shape,True,4,3,0.00010845872020581737,0.004926732741296291,0.9987875819206238,0.9784761071205139
vit_b_16,c0_s1_0018_5624_5830,airplane,bird,shape,True,2,2,0.0009426521137356758,8.449500455753878e-05,0.9972199201583862,0.9997648596763611
vit_b_16,c0_s1_0020_5068_4709,airplane,bird,shape,True,9,7,0.00017206415941473097,0.004784172400832176,0.9923064112663269,0.8675030469894409
vit_b_16,c0_s1_0022_1463_3834,airplane,bird,texture,True,2,1,0.0034360948484390974,0.891663670539856,0.9870538115501404,0.08471035957336426
vit_b_16,c0_s1_0023_241_6410,airplane,bird,shape,True,8,2,0.0016434494173154235,0.11901033669710159,0.9663267135620117,0.6970623731613159
vit_b_16,c0_s1_0024_5785_1428,airplane,bird,texture,True,2,1,0.0005976594984531403,0.43852293491363525,0.9970045685768127,0.1187259629368782
vit_b_16,c1_s0_0000_6014_4533,bird,airplane,shape,True,7,4,1.7238098735106178e-06,1.3589736227004323e-05,0.9999604225158691,0.999909520149231
vit_b_16,c1_s0_0001_3144_7165,bird,airplane,shape,True,8,4,0.004050749354064465,0.0011687417281791568,0.9314551949501038,0.9928007125854492
vit_b_16,c1_s0_0002_963_7334,bird,airplane,shape,True,8,3,1.4530354746966623e-05,0.06903994083404541,0.9990602135658264,0.773078203201294
vit_b_16,c1_s0_0003_1428_3999,bird,airplane,shape,True,9,3,6.9835427893849555e-06,0.1809300035238266,0.9998385906219482,0.3261927366256714
vit_b_16,c1_s0_0005_4709_2210,bird,airplane,shape,True,10,3,1.4695565369038377e-06,0.00017747061792761087,0.9999043941497803,0.9991925358772278
vit_b_16,c1_s0_0008_4188_7334,bird,airplane,shape,True,10,3,9.532122930977494e-06,0.02896537259221077,0.9993273019790649,0.914236307144165
vit_b_16,c1_s0_0010_5830_3999,bird,airplane,shape,True,8,2,0.00011766100215027109,0.007510102819651365,0.9981876015663147,0.9810577630996704
vit_b_16,c1_s0_0011_2988_339,bird,airplane,shape,True,10,9,8.127886758302338e-06,0.00010892549471464008,0.9996352195739746,0.9978821873664856
vit_b_16,c1_s0_0012_5546_60,bird,airplane,shape,True,7,2,0.0040665557608008385,0.11582469195127487,0.9521715044975281,0.7969529032707214
vit_b_16,c1_s0_0013_1218_5276,bird,airplane,shape,True,9,8,8.508878090651706e-05,3.712175748660229e-05,0.9965634942054749,0.9995261430740356
vit_b_16,c1_s0_0014_3161_728,bird,airplane,shape,True,10,9,0.0001151792675955221,0.0007713582599535584,0.9915826916694641,0.8721446394920349
vit_b_16,c1_s0_0015_5929_3759,bird,airplane,shape,True,7,9,0.00011403116513974965,2.4354056222364306e-05,0.997235119342804,0.9977339506149292
vit_b_16,c1_s0_0016_1302_7975,bird,airplane,shape,True,10,4,5.233041156316176e-05,0.00019473502470646054,0.998214602470398,0.9985935091972351
vit_b_16,c1_s0_0017_5425_60,bird,airplane,shape,True,2,2,0.2581341564655304,0.051104094833135605,0.7094380855560303,0.9100529551506042
vit_b_16,c1_s0_0018_963_3397,bird,airplane,shape,True,8,3,1.4530354746966623e-05,0.13107387721538544,0.9990602135658264,0.30510127544403076
vit_b_16,c1_s0_0020_3834_298,bird,airplane,shape,True,9,8,7.63719217502512e-05,9.228413546225056e-06,0.9987583160400391,0.9998037219047546
vit_b_16,c1_s0_0021_5929_4533,bird,airplane,shape,True,7,5,0.00011403116513974965,0.0036673361901193857,0.997235119342804,0.9760206937789917
vit_b_16,c1_s0_0022_1353_1977,bird,airplane,shape,True,9,2,0.015856916084885597,0.0017757435562089086,0.7106701731681824,0.9958136677742004
vit_b_16,c1_s0_0023_4709_60,bird,airplane,shape,True,10,2,1.4695565369038377e-06,1.763872933224775e-05,0.9999043941497803,0.9999103546142578
vit_b_16,c1_s0_0024_225_3999,bird,airplane,shape,True,2,2,0.002833140315487981,0.07605654746294022,0.9958693385124207,0.9167950749397278
vit_b_16,c1_s2_0000_1740_6683,bird,car,shape,True,7,5,8.159638127835933e-06,9.864286403171718e-05,0.998015284538269,0.9981449842453003
vit_b_16,c1_s2_0001_225_5577,bird,car,shape,True,5,6,0.00023479059746023268,0.013685767538845539,0.9958693385124207,0.8636096119880676
vit_b_16,c1_s2_0002_6022_7711,bird,car,shape,True,6,4,0.003285756101831794,0.001911183469928801,0.9503617286682129,0.9856303334236145
vit_b_16,c1_s2_0003_5546_6683,bird,car,shape,True,2,3,0.010457144118845463,0.013390208594501019,0.9521715044975281,0.9318824410438538
vit_b_16,c1_s2_0004_5240_2436,bird,car,shape,True,5,5,9.506163223704789e-06,9.2168731498532e-05,0.9998376369476318,0.9992121458053589
vit_b_16,c1_s2_0006_7066_3067,bird,car,shape,True,4,4,7.901444041635841e-05,0.0017041843384504318,0.9994946718215942,0.987472414970398
vit_b_16,c1_s2_0007_1428_5463,bird,car,shape,True,5,4,1.851862543844618e-05,0.000103848593425937,0.9998385906219482,0.9993253946304321
vit_b_16,c1_s2_0009_2988_7327,bird,car,shape,True,6,6,2.3722795958747156e-05,0.000773279694840312,0.9996352195739746,0.9910098314285278
vit_b_16,c1_s2_0010_5093_2909,bird,car,shape,True,4,6,0.004373347852379084,4.456569877220318e-05,0.9581499099731445,0.9995538592338562
vit_b_16,c1_s2_0011_1740_1179,bird,car,shape,True,7,2,8.159638127835933e-06,0.01873808726668358,0.998015284538269,0.9101705551147461
vit_b_16,c1_s2_0012_6014_6548,bird,car,shape,True,5,4,3.0745916319574462e-06,9.105098433792591e-05,0.9999604225158691,0.9987367987632751
vit_b_16,c1_s2_0014_5425_6548,bird,car,other,True,3,2,0.011964457109570503,0.02320416085422039,0.7094380855560303,0.0016980926739051938
vit_b_16,c1_s2_0015_5929_2252,bird,car,shape,True,10,7,9.293523180531338e-05,0.001349596306681633,0.997235119342804,0.9810941219329834
vit_b_16,c1_s2_0016_3537_6795,bird,car,shape,True,9,3,7.347268547164276e-05,0.004578745923936367,0.9968414306640625,0.976938009262085
vit_b_16,c1_s2_0017_2673_313,bird,car,shape,True,4,2,0.00018226935935672373,0.0028357210103422403,0.9983938336372375,0.9920721650123596
vit_b_16,c1_s2_0018_3530_2611,bird,car,shape,True,6,8,2.148931571355206e-06,2.853068508557044e-05,0.9999353885650635,0.9993541836738586
vit_b_16,c1_s2_0019_275_6548,bird,car,other,True,7,3,0.015618650242686272,0.010112591087818146,0.8176859021186829,0.10886967927217484
vit_b_16,c1_s2_0021_5093_6738,bird,car,shape,True,4,3,0.004373347852379084,2.5206378268194385e-05,0.9581499099731445,0.9998776912689209
vit_b_16,c1_s2_0022_275_2915,bird,car,shape,True,7,3,0.015618650242686272,0.0025042688939720392,0.8176859021186829,0.9785861968994141
vit_b_16,c1_s2_0024_225_4316,bird,car,shape,True,5,4,0.00023479059746023268,0.0006432331865653396,0.9958693385124207,0.9844645857810974
vit_b_16,c2_s1_0000_7392_3588,car,bird,shape,True,9,4,0.0003293378686066717,0.0005000352393835783,0.995332658290863,0.9972163438796997
vit_b_16,c2_s1_0001_5011_5929,car,bird,shape,True,3,3,0.0001199235994135961,0.00017322288476862013,0.9990556836128235,0.9992584586143494
vit_b_16,c2_s1_0002_6216_4733,car,bird,shape,True,2,3,0.0012524410849437118,0.0008857813663780689,0.995433509349823,0.9901595711708069
vit_b_16,c2_s1_0004_2436_1302,car,bird,shape,True,6,5,0.0028695305809378624,0.000643193896394223,0.9508981108665466,0.9923688769340515
vit_b_16,c2_s1_0005_2611_5425,car,bird,shape,True,4,3,0.015724364668130875,0.008352766744792461,0.716381311416626,0.7529361248016357
vit_b_16,c2_s1_0006_2392_3161,car,bird,shape,True,5,2,1.4778211152588483e-05,0.0008548409095965326,0.9998509883880615,0.9979569911956787
vit_b_16,c2_s1_0007_1731_4709,car,bird,shape,True,5,3,0.00014127441681921482,0.00011176698899362236,0.9985960125923157,0.9995291233062744
vit_b_16,c2_s1_0008_1179_6938,car,bird,shape,True,7,2,0.0007551166345365345,0.004162851255387068,0.9874206185340881,0.9871208071708679
vit_b_16,c2_s1_0009_6548_1428,car,bird,shape,True,2,6,0.00044958529178984463,0.00011623388127190992,0.9988932013511658,0.9979648590087891
vit_b_16,c2_s1_0010_1731_6498,car,bird,shape,True,5,4,0.00014127441681921482,6.992161070229486e-05,0.9985960125923157,0.9995723366737366
vit_b_16,c2_s1_0012_4605_7066,car,bird,shape,True,2,2,2.8903748898301274e-05,0.0020672413520514965,0.9999349117279053,0.997104823589325
vit_b_16,c2_s1_0013_1179_3588,car,bird,shape,True,7,5,0.0007551166345365345,0.0005568818305619061,0.9874206185340881,0.9922107458114624
vit_b_16,c2_s1_0014_2503_3530,car,bird,shape,True,4,6,0.0021075222175568342,0.0020763175562024117,0.9872145652770996,0.9720935225486755
vit_b_16,c2_s1_0015_5577_5093,car,bird,shape,True,2,2,0.0022741544526070356,0.08491551131010056,0.991276741027832,0.8635090589523315
vit_b_16,c2_s1_0016_6981_3254,car,bird,shape,True,3,7,0.002708690706640482,0.0004749101062770933,0.9858684539794922,0.9116092324256897
vit_b_16,c2_s1_0018_3067_3834,car,bird,shape,True,3,4,8.76873018569313e-05,6.441157893277705e-05,0.9994903802871704,0.9996100068092346
vit_b_16,c2_s1_0019_6738_1081,car,bird,shape,True,2,2,0.00013337272685021162,0.0005746945389546454,0.999567449092865,0.9982491731643677
vit_b_16,c2_s1_0022_2611_7066,car,bird,other,True,4,4,0.015724364668130875,0.0053573292680084705,0.716381311416626,0.2530664801597595
vit_b_16,c2_s1_0023_5004_3161,car,bird,shape,True,4,4,0.00011534067016327754,4.979462755727582e-05,0.999184787273407,0.9995402097702026
vit_b_16,c2_s1_0024_1179_6072,car,bird,shape,True,7,3,0.0007551166345365345,0.0018984113121405244,0.9874206185340881,0.9903451800346375
vit_b_16,c1_s3_0001_6938_6094,bird,cat,shape,True,3,3,8.520480332663283e-05,7.796656427672133e-05,0.9995786547660828,0.9996662139892578
vit_b_16,c1_s3_0002_4733_3375,bird,cat,shape,True,10,2,0.00628787511959672,0.01518173236399889,0.8904876112937927,0.9245694279670715
vit_b_16,c1_s3_0003_3388_3375,bird,cat,shape,True,4,3,2.161667543987278e-05,1.854943548096344e-05,0.9998176693916321,0.9998776912689209
vit_b_16,c1_s3_0004_5425_897,bird,cat,other,True,6,9,0.0030846043955534697,0.007338800933212042,0.7094380855560303,0.21039924025535583
vit_b_16,c1_s3_0005_3223_2785,bird,cat,shape,True,3,5,5.441339817480184e-05,0.001087198848836124,0.999405026435852,0.9921491146087646
vit_b_16,c1_s3_0006_1081_1563,bird,cat,shape,False,1,2,0.8835588097572327,0.2802928686141968,0.11553671956062317,0.663983166217804
vit_b_16,c1_s3_0007_6068_6459,bird,cat,shape,True,6,2,0.00026486848946660757,0.0009304702398367226,0.9967736601829529,0.9961206316947937
vit_b_16,c1_s3_0008_1491_6094,bird,cat,shape,True,2,9,0.0010075976606458426,0.00036476150853559375,0.9947070479393005,0.9940806031227112
vit_b_16,c1_s3_0009_1353_1531,bird,cat,shape,True,3,7,0.05300625413656235,0.0030241806525737047,0.7106701731681824,0.9573116302490234
vit_b_16,c1_s3_0010_4709_1622,bird,cat,shape,True,3,5,7.95008509157924e-06,3.1728391149954405e-06,0.9999043941497803,0.9999657869338989
vit_b_16,c1_s3_0011_5830_6385,bird,cat,shape,True,5,5,0.00014505255967378616,0.0001764929183991626,0.9981876015663147,0.9981204867362976
vit_b_16,c1_s3_0013_5394_5294,bird,cat,shape,True,5,2,2.5329377422167454e-06,0.0002092766808345914,0.9999758005142212,0.9993106126785278
vit_b_16,c1_s3_0014_4361_6632,bird,cat,shape,True,3,7,0.023367149755358696,0.0037057737354189157,0.8558278679847717,0.9596077799797058
vit_b_16,c1_s3_0015_5122_1968,bird,cat,shape,True,3,5,0.00034113010042347014,0.0007509071147069335,0.9982079267501831,0.9905988574028015
vit_b_16,c1_s3_0016_3161_1968,bird,cat,shape,True,3,3,0.0023463943507522345,0.0031608622521162033,0.9915826916694641,0.9844536185264587
vit_b_16,c1_s3_0019_7066_874,bird,cat,shape,True,5,8,7.498014747397974e-05,2.6821926439879462e-05,0.9994946718215942,0.9992316961288452
vit_b_16,c1_s3_0020_3144_4184,bird,cat,shape,True,9,5,0.004043661057949066,0.0008124482701532543,0.9314551949501038,0.9929432272911072
vit_b_16,c1_s3_0021_2988_3202,bird,cat,shape,True,3,5,4.465339952730574e-05,0.0003409550408832729,0.9996352195739746,0.997599184513092
vit_b_16,c1_s3_0022_6022_6575,bird,cat,shape,True,3,3,0.005859334487468004,0.0006002093432471156,0.9503617286682129,0.9977489113807678
vit_b_16,c1_s3_0024_6498_6324,bird,cat,shape,True,3,4,0.014539062045514584,0.004841795191168785,0.9440379738807678,0.9406205415725708
vit_b_16,c3_s1_0000_1563_6938,cat,bird,shape,True,3,4,0.0010607163421809673,0.011546351946890354,0.9962912797927856,0.7916801571846008
vit_b_16,c3_s1_0001_3202_6938,cat,bird,shape,True,8,4,1.3450484402710572e-05,1.1145319149363786e-05,0.9996892213821411,0.9998593330383301
vit_b_16,c3_s1_0002_5522_6498,cat,bird,shape,True,3,6,6.03985863563139e-05,2.9090580937918276e-05,0.9996733665466309,0.9997100234031677
vit_b_16,c3_s1_0004_589_1302,cat,bird,shape,True,2,2,0.05850270390510559,0.22598624229431152,0.9369385838508606,0.5890746712684631
vit_b_16,c3_s1_0006_6385_2988,cat,bird,shape,True,2,2,0.0006492377142421901,0.00030312829767353833,0.9977909326553345,0.9993595480918884
vit_b_16,c3_s1_0007_4858_6498,cat,bird,shape,True,2,2,0.0009101317264139652,0.0008525416487827897,0.9970855116844177,0.99613356590271
vit_b_16,c3_s1_0008_6324_1302,cat,bird,shape,True,2,3,0.0005782186635769904,0.0010591134196147323,0.9976466298103333,0.9953603148460388
vit_b_16,c3_s1_0009_6826_6498,cat,bird,shape,True,2,7,0.00019274523947387934,0.021230259910225868,0.9994382262229919,0.47163262963294983
vit_b_16,c3_s1_0010_2785_6068,cat,bird,other,False,4,5,0.0033626826480031013,0.004898963496088982,0.45082569122314453,0.006743981037288904
vit_b_16,c3_s1_0011_3375_225,cat,bird,shape,True,3,7,0.0034249071031808853,0.024625856429338455,0.9837485551834106,0.4612206816673279
vit_b_16,c3_s1_0012_4856_6880,cat,bird,shape,True,6,7,4.251815698808059e-05,1.9583012544899248e-05,0.9994080066680908,0.9751827716827393
vit_b_16,c3_s1_0013_5294_4733,cat,bird,other,True,2,3,0.0011740900808945298,0.02862629108130932,0.9963670969009399,0.3069818317890167
vit_b_16,c3_s1_0014_6459_963,cat,bird,shape,True,2,2,0.00046302785631269217,0.0011376326438039541,0.9991474151611328,0.9977032542228699
vit_b_16,c3_s1_0017_2434_5929,cat,bird,shape,True,3,3,0.0010440045734867454,0.04060925170779228,0.9952585101127625,0.8262957334518433
vit_b_16,c3_s1_0018_5976_7217,cat,bird,shape,True,3,2,0.0013130924198776484,0.000986686791293323,0.9949254989624023,0.9978336691856384
vit_b_16,c3_s1_0019_5551_5830,cat,bird,shape,True,3,2,0.0002792485465761274,0.00798887386918068,0.998855710029602,0.9893060326576233
vit_b_16,c3_s1_0020_4858_3834,cat,bird,shape,True,2,2,0.0009101317264139652,0.0025898527819663286,0.9970855116844177,0.9913468956947327
vit_b_16,c3_s1_0022_6459_3223,cat,bird,shape,True,2,2,0.00046302785631269217,1.1457859727670439e-05,0.9991474151611328,0.9999630451202393
vit_b_16,c3_s1_0023_1187_1218,cat,bird,shape,True,5,2,0.000186383884283714,0.000821355264633894,0.9984121322631836,0.9966205358505249
vit_b_16,c3_s1_0024_2480_3223,cat,bird,shape,True,3,2,2.047068664978724e-05,0.0007222014828585088,0.9999186992645264,0.9981338381767273
vit_b_16,c2_s4_0001_6053_6441,car,deer,shape,True,9,8,7.292294412764022e-06,6.0875296185258776e-05,0.9994519352912903,0.9944925308227539
vit_b_16,c2_s4_0002_6981_6122,car,deer,shape,True,6,4,0.0014678913867101073,0.0012286943383514881,0.9858684539794922,0.9828646183013916
vit_b_16,c2_s4_0003_3944_3078,car,deer,shape,True,6,8,7.573983020847663e-05,0.0006074666744098067,0.9280493855476379,0.9447953104972839
vit_b_16,c2_s4_0004_7327_1694,car,deer,shape,True,9,6,5.640294330078177e-05,0.0003588695253711194,0.9986240863800049,0.9965157508850098
vit_b_16,c2_s4_0005_6347_490,car,deer,shape,True,6,10,0.00013850572577212006,0.00020735376165248454,0.9981629252433777,0.9896093606948853
vit_b_16,c2_s4_0006_5577_1223,car,deer,shape,True,4,5,0.0012482224265113473,0.0016750271897763014,0.991276741027832,0.9691453576087952
vit_b_16,c2_s4_0008_7843_1223,car,deer,shape,True,7,7,4.5274855438037775e-06,0.0001436947932234034,0.999861478805542,0.8990064859390259
vit_b_16,c2_s4_0009_2252_4262,car,deer,shape,True,9,7,6.969724199734628e-05,7.931723666843027e-05,0.998928964138031,0.998218834400177
vit_b_16,c2_s4_0010_7711_321,car,deer,shape,True,8,7,5.0701033615041524e-05,0.0002169086510548368,0.9988793730735779,0.9967179894447327
vit_b_16,c2_s4_0011_6053_4616,car,deer,shape,True,9,10,7.292294412764022e-06,2.8531243515317328e-05,0.9994519352912903,0.9908375144004822
vit_b_16,c2_s4_0012_5484_6122,car,deer,shape,True,8,5,0.00010492639557924122,0.0036425290163606405,0.9970755577087402,0.9487445950508118
vit_b_16,c2_s4_0013_7392_1223,car,deer,shape,True,3,3,0.0006489928346127272,0.001770090777426958,0.995332658290863,0.9789709448814392
vit_b_16,c2_s4_0016_3067_650,car,deer,shape,True,8,7,2.81029842881253e-05,6.175555608933792e-05,0.9994903802871704,0.9987084865570068
vit_b_16,c2_s4_0017_4316_3012,car,deer,shape,True,8,6,5.309359494276578e-06,5.3220348490867764e-05,0.9998890161514282,0.9969609379768372
vit_b_16,c2_s4_0018_6216_1669,car,deer,shape,True,10,10,0.00011777988402172923,6.397288962034509e-05,0.995433509349823,0.996661901473999
vit_b_16,c2_s4_0019_1059_2875,car,deer,shape,True,10,6,1.2895728104922455e-05,0.0005291028064675629,0.9994919300079346,0.9933899641036987
vit_b_16,c2_s4_0020_88_3444,car,deer,other,False,1,6,0.2679280936717987,0.01951679214835167,0.14803098142147064,0.08682481944561005
vit_b_16,c2_s4_0021_6053_490,car,deer,shape,True,9,8,7.292294412764022e-06,3.3483789593447e-05,0.9994519352912903,0.9962847232818604
vit_b_16,c2_s4_0022_4440_7728,car,deer,shape,True,7,9,1.2819154108001385e-05,4.375119533506222e-05,0.999743640422821,0.9971377849578857
vit_b_16,c2_s4_0024_3067_4616,car,deer,shape,True,8,7,2.81029842881253e-05,2.0152239812887274e-05,0.9994903802871704,0.9994819760322571
vit_b_16,c4_s2_0002_6587_2915,deer,car,shape,True,9,8,4.011794226244092e-05,0.0002577679988462478,0.9978079199790955,0.9367756843566895
vit_b_16,c4_s2_0003_321_6683,deer,car,shape,True,9,10,2.6351557607995346e-05,0.0026997823733836412,0.9929774403572083,0.8475235104560852
vit_b_16,c4_s2_0004_5765_5663,deer,car,shape,True,9,5,0.0002710539847612381,0.006161956116557121,0.9750577211380005,0.7003939747810364
vit_b_16,c4_s2_0005_7910_6548,deer,car,shape,True,4,4,0.000119867327157408,0.001556207425892353,0.9966641068458557,0.9587132930755615
vit_b_16,c4_s2_0006_1550_1731,deer,car,shape,True,10,6,2.1926447516307235e-05,0.00028487303643487394,0.9981483221054077,0.9905637502670288
vit_b_16,c4_s2_0007_1694_3641,deer,car,other,True,10,8,1.0672149983292911e-05,0.004620444495230913,0.9971574544906616,0.38896507024765015
vit_b_16,c4_s2_0008_4089_4605,deer,car,other,True,9,10,1.0252996617055032e-05,0.01493286807090044,0.9947754144668579,0.1840132474899292
vit_b_16,c4_s2_0009_650_517,deer,car,other,False,4,2,0.02100442536175251,0.2116381973028183,0.1694708913564682,0.002347267000004649
vit_b_16,c4_s2_0010_4616_1731,deer,car,shape,True,8,8,1.0695940545701887e-05,0.0001764100743457675,0.9989801049232483,0.912215530872345
vit_b_16,c4_s2_0011_5708_1750,deer,car,shape,True,5,5,4.628066744771786e-05,0.028068454936146736,0.9980735778808594,0.36385616660118103
vit_b_16,c4_s2_0013_4006_1731,deer,car,shape,True,9,5,3.207996996934526e-05,0.0008843994000926614,0.9991067051887512,0.9841516017913818
vit_b_16,c4_s2_0014_7910_6053,deer,car,shape,True,4,6,0.000119867327157408,0.0006835554959252477,0.9966641068458557,0.981999933719635
vit_b_16,c4_s2_0015_1209_7711,deer,car,shape,True,10,10,0.00027463422156870365,3.6183879274176434e-05,0.9924374222755432,0.9974601864814758
vit_b_16,c4_s2_0016_2021_1750,deer,car,other,True,8,5,0.00010574155021458864,0.019980067387223244,0.9889066219329834,0.10505758970975876
vit_b_16,c4_s2_0017_4155_7327,deer,car,shape,True,8,8,8.274989340861794e-06,0.00011143816664116457,0.999582827091217,0.9906933903694153
vit_b_16,c4_s2_0018_1550_2611,deer,car,shape,True,10,8,2.1926447516307235e-05,5.18765882588923e-05,0.9981483221054077,0.993486762046814
vit_b_16,c4_s2_0019_3928_332,deer,car,shape,True,5,4,0.005009625572711229,0.006235583685338497,0.616965115070343,0.7854062914848328
vit_b_16,c4_s2_0020_4155_5177,deer,car,shape,True,8,8,8.274989340861794e-06,1.8908967831521295e-05,0.999582827091217,0.9979700446128845
vit_b_16,c4_s2_0021_7910_2915,deer,car,shape,True,4,9,0.000119867327157408,0.00037046396755613387,0.9966641068458557,0.9876770377159119
vit_b_16,c4_s2_0023_4616_313,deer,car,shape,True,8,7,1.0695940545701887e-05,0.0006492329994216561,0.9989801049232483,0.9500791430473328
vit_b_16,c7_s9_0000_6149_7921,monkey,truck,other,True,6,8,0.000308395829051733,0.01610303670167923,0.994778037071228,0.10261578112840652
vit_b_16,c7_s9_0001_7769_1163,monkey,truck,shape,True,8,8,9.786439477466047e-05,0.0002476964727975428,0.9956379532814026,0.9865379333496094
vit_b_16,c7_s9_0002_680_7705,monkey,truck,shape,True,8,4,0.00047454689047299325,0.06950988620519638,0.9686976671218872,0.5171964168548584
vit_b_16,c7_s9_0004_2581_3200,monkey,truck,shape,True,9,6,0.00021720328368246555,0.025384588167071342,0.9804957509040833,0.672472357749939
vit_b_16,c7_s9_0005_2207_852,monkey,truck,shape,True,7,8,1.5377932868432254e-05,0.00018531587556935847,0.9987265467643738,0.9590902328491211
vit_b_16,c7_s9_0006_7695_1163,monkey,truck,shape,True,10,9,5.995813808112871e-06,1.3717946785618551e-05,0.9996932744979858,0.9995865225791931
vit_b_16,c7_s9_0007_2982_7671,monkey,truck,shape,True,9,10,6.562007911270484e-05,0.003931877203285694,0.9978710412979126,0.7784799337387085
vit_b_16,c7_s9_0008_7505_852,monkey,truck,shape,True,7,7,9.885360486805439e-05,0.0001256603718502447,0.9959720969200134,0.9950228929519653
vit_b_16,c7_s9_0009_2581_7671,monkey,truck,texture,True,9,1,0.00021720328368246555,0.24883562326431274,0.9804957509040833,0.16802166402339935
vit_b_16,c7_s9_0011_1473_7767,monkey,truck,shape,True,7,6,0.0001486253022449091,0.00033644799259491265,0.9916049242019653,0.9919573068618774
vit_b_16,c7_s9_0012_230_7767,monkey,truck,shape,True,7,10,1.0764274520624895e-05,2.5637352791818557e-06,0.9996079802513123,0.9998016953468323
vit_b_16,c7_s9_0014_1656_7701,monkey,truck,shape,True,6,7,0.0010110451839864254,0.0001326980273006484,0.986106276512146,0.9980748891830444
vit_b_16,c7_s9_0015_1122_3103,monkey,truck,other,True,8,8,1.3663197933055926e-05,0.014200190082192421,0.9994184970855713,0.2699630856513977
vit_b_16,c7_s9_0016_1224_1522,monkey,truck,shape,True,7,9,0.0004126833227928728,0.00012534197594504803,0.9886786341667175,0.9978079199790955
vit_b_16,c7_s9_0017_2787_3249,monkey,truck,shape,True,5,7,9.46194413700141e-05,0.00015159811300691217,0.9986327290534973,0.997972309589386
